user_id,sentiment,score
user_9063,Neutral,0.0
user_2869,Neutral,0.0
user_6533,Negative,-3.0
user_8839,Negative,-2.0
user_2955,Neutral,0.0
user_7996,Negative,-6.0
user_5392,Negative,-3.0
user_0982,Neutral,0.0
user_1549,Neutral,0.0
user_2185,Neutral,0.0
user_0597,Neutral,0.0
user_6958,Negative,-2.0
user_7761,Neutral,0.0
user_0575,Negative,-4.0
user_2180,Neutral,0.0
user_8239,Negative,-2.0
user_3796,Neutral,0.0
user_6112,Neutral,0.0
user_1933,Neutral,0.0
user_0963,Negative,-2.0
user_3697,Neutral,0.0
user_8280,Neutral,0.0
user_9407,Neutral,0.0
user_4501,Negative,-3.0
user_6251,Positive,4.0
user_1785,Neutral,0.0
user_1811,Neutral,0.0
user_8651,Neutral,0.0
user_1583,Neutral,0.0
user_7699,Positive,3.0
user_1705,Neutral,0.0
user_8231,Positive,2.0
user_1410,Negative,-4.0
user_2221,Neutral,0.0
user_4183,Negative,-4.0
user_9540,Negative,-1.0
user_4716,Positive,3.0
user_2844,Neutral,0.0
user_3231,Positive,3.0
user_4036,Neutral,0.0
user_8675,Neutral,0.0
user_2614,Positive,3.0
user_3812,Negative,-2.0
user_6825,Negative,-3.0
user_6667,Negative,-4.0
user_5922,Positive,1.0
user_2914,Negative,-3.0
user_7971,Negative,-2.0
user_6482,Neutral,0.0
user_1108,Positive,3.0
user_3735,Neutral,0.0
user_8615,Neutral,0.0
user_9770,Negative,-3.0
user_7453,Neutral,0.0
user_6658,Neutral,0.0
user_0770,Neutral,0.0
user_3570,Positive,3.0
user_6925,Positive,2.0
user_2907,Negative,-3.0
user_9817,Neutral,0.0
user_2197,Positive,3.0
user_1778,Positive,3.0
user_6404,Neutral,0.0
user_1483,Neutral,0.0
user_5428,Positive,3.0
user_6204,Negative,-2.0
user_1949,Neutral,0.0
user_0798,Positive,1.0
user_0367,Positive,3.0
user_7838,Positive,2.0
user_0296,Neutral,0.0
user_6493,Neutral,0.0
user_8350,Positive,4.0
user_7172,Negative,-4.0
user_5035,Negative,-3.0
user_3942,Neutral,0.0
user_8559,Negative,-2.0
user_2175,Neutral,0.0
user_5839,Negative,-3.0
user_4458,Neutral,0.0
user_0298,Negative,-3.0
user_2904,Neutral,0.0
user_4283,Neutral,0.0
user_4987,Neutral,0.0
user_4187,Neutral,0.0
user_1099,Neutral,0.0
user_9095,Positive,2.0
user_9319,Neutral,0.0
user_6511,Neutral,0.0
user_3993,Negative,-3.0
user_8338,Positive,4.0
user_9279,Positive,3.0
user_2794,Neutral,0.0
user_9075,Negative,-2.0
user_6811,Neutral,0.0
user_2813,Neutral,0.0
user_1286,Neutral,0.0
user_5073,Negative,-2.0
user_4160,Negative,-2.0
user_6288,Neutral,0.0
user_1593,Neutral,0.0
user_4611,Neutral,0.0
user_1610,Negative,-4.0
user_3365,Neutral,0.0
user_5445,Neutral,0.0
user_4456,Neutral,0.0
user_4640,Positive,3.0
user_1520,Neutral,0.0
user_4238,Neutral,0.0
user_9960,Neutral,0.0
user_8015,Neutral,0.0
user_9982,Neutral,0.0
user_7753,Positive,2.0
user_3122,Negative,-1.0
user_3723,Neutral,0.0
user_7196,Neutral,0.0
user_3704,Negative,-3.0
user_0380,Positive,3.0
user_2841,Neutral,0.0
user_9064,Negative,-2.0
user_7872,Neutral,0.0
user_9551,Positive,2.0
user_2004,Positive,3.0
user_9610,Negative,-2.0
user_8588,Negative,-4.0
user_3303,Negative,-3.0
user_2473,Negative,-3.0
user_8277,Negative,-3.0
user_9568,Negative,-2.0
user_1840,Neutral,0.0
user_9657,Positive,3.0
user_4210,Neutral,0.0
user_7102,Neutral,0.0
user_0265,Negative,-6.0
user_8921,Negative,-2.0
user_7515,Positive,2.0
user_9462,Negative,-2.0
user_7168,Positive,3.0
user_4840,Neutral,0.0
user_5374,Positive,3.0
user_1867,Negative,-3.0
user_0834,Negative,-4.0
user_9528,Neutral,0.0
user_1360,Neutral,0.0
user_8124,Neutral,0.0
user_0810,Neutral,0.0
user_0257,Positive,3.0
user_1318,Positive,4.0
user_1043,Neutral,0.0
user_5102,Positive,3.0
user_8492,Negative,-2.0
user_2034,Neutral,0.0
user_6158,Neutral,0.0
user_5817,Neutral,0.0
user_2022,Positive,3.0
user_4483,Neutral,0.0
user_8352,Neutral,0.0
user_5703,Neutral,0.0
user_4606,Neutral,0.0
user_3318,Negative,-1.0
user_1335,Negative,-2.0
user_5325,Neutral,0.0
user_2529,Negative,-6.0
user_4389,Negative,-2.0
user_5059,Neutral,0.0
user_6397,Neutral,0.0
user_0250,Negative,-2.0
user_9355,Positive,3.0
user_5668,Neutral,0.0
user_9779,Negative,-2.0
user_1662,Neutral,0.0
user_7520,Neutral,0.0
user_9764,Positive,3.0
user_2344,Negative,-4.0
user_8175,Negative,-2.0
user_5086,Neutral,0.0
user_1042,Positive,3.0
user_7747,Positive,2.0
user_1116,Neutral,0.0
user_2218,Neutral,0.0
user_6309,Positive,1.0
user_7514,Negative,-2.0
user_6293,Positive,3.0
user_4975,Positive,3.0
user_6727,Negative,-2.0
user_7958,Neutral,0.0
user_8922,Negative,-4.0
user_5429,Neutral,0.0
user_0150,Positive,2.0
user_6605,Neutral,0.0
user_3101,Negative,-2.0
user_8181,Negative,-1.0
user_3770,Positive,1.0
user_9122,Negative,-3.0
user_7040,Neutral,0.0
user_3722,Positive,3.0
user_4417,Positive,3.0
user_3599,Positive,3.0
user_9865,Positive,3.0
user_6919,Neutral,0.0
user_6152,Positive,3.0
user_2720,Neutral,0.0
user_5755,Negative,-2.0
user_6609,Positive,3.0
user_6717,Negative,-4.0
user_8330,Neutral,0.0
user_2536,Negative,-3.0
user_8766,Neutral,0.0
user_7071,Positive,4.0
user_9506,Neutral,0.0
user_8584,Neutral,0.0
user_6655,Neutral,0.0
user_2681,Neutral,0.0
user_2734,Neutral,0.0
user_7701,Positive,3.0
user_1258,Positive,3.0
user_7930,Neutral,0.0
user_3807,Neutral,0.0
user_8171,Neutral,0.0
user_8428,Neutral,0.0
user_0420,Negative,-3.0
user_5853,Negative,-1.0
user_4015,Positive,3.0
user_8495,Negative,-3.0
user_3624,Neutral,0.0
user_9742,Negative,-3.0
user_9788,Neutral,0.0
user_4981,Negative,-2.0
user_2566,Neutral,0.0
user_0438,Negative,-3.0
user_9866,Negative,-4.0
user_7375,Neutral,0.0
user_5807,Negative,-2.0
user_3730,Neutral,0.0
user_9078,Neutral,0.0
user_6768,Neutral,0.0
user_9885,Negative,-3.0
user_2334,Neutral,0.0
user_5339,Neutral,0.0
user_1168,Negative,-3.0
user_6826,Neutral,0.0
user_0442,Neutral,0.0
user_3687,Positive,2.0
user_8658,Positive,2.0
user_4604,Negative,-3.0
user_2514,Negative,-3.0
user_6638,Neutral,0.0
user_6951,Neutral,0.0
user_2480,Neutral,0.0
user_7029,Negative,-3.0
user_3438,Negative,-2.0
user_0221,Neutral,0.0
user_0940,Neutral,0.0
user_0231,Neutral,0.0
user_3422,Neutral,0.0
user_7341,Neutral,0.0
user_2810,Neutral,0.0
user_0479,Neutral,0.0
user_9250,Positive,2.0
user_1354,Positive,3.0
user_1019,Neutral,0.0
user_5095,Positive,3.0
user_9558,Neutral,0.0
user_5460,Neutral,0.0
user_4652,Negative,-2.0
user_5519,Positive,2.0
user_6514,Neutral,0.0
user_3302,Neutral,0.0
user_9247,Negative,-2.0
user_8393,Neutral,0.0
user_9084,Neutral,0.0
user_8594,Neutral,0.0
user_0377,Negative,-6.0
user_1846,Neutral,0.0
user_0937,Neutral,0.0
user_0654,Negative,-4.0
user_9041,Neutral,0.0
user_4219,Neutral,0.0
user_9364,Positive,3.0
user_6892,Positive,2.0
user_5004,Neutral,0.0
user_7624,Negative,-6.0
user_1903,Positive,3.0
user_3497,Positive,2.0
user_1535,Positive,3.0
user_1987,Negative,-2.0
user_8851,Negative,-1.0
user_8725,Neutral,0.0
user_4176,Positive,2.0
user_6000,Neutral,0.0
user_9846,Positive,3.0
user_4480,Negative,-3.0
user_2700,Positive,3.0
user_5198,Neutral,0.0
user_3102,Neutral,0.0
user_2278,Positive,2.0
user_8024,Positive,3.0
user_8506,Neutral,0.0
user_8331,Neutral,0.0
user_6097,Negative,-2.0
user_5691,Negative,-4.0
user_1755,Neutral,0.0
user_9695,Positive,3.0
user_9807,Positive,3.0
user_8724,Negative,-2.0
user_5963,Neutral,0.0
user_5763,Neutral,0.0
user_1280,Negative,-2.0
user_5299,Neutral,0.0
user_0233,Positive,3.0
user_4683,Neutral,0.0
user_3159,Negative,-3.0
user_6544,Neutral,0.0
user_3482,Neutral,0.0
user_7568,Neutral,0.0
user_5386,Positive,3.0
user_4845,Negative,-2.0
user_0668,Positive,2.0
user_2974,Neutral,0.0
user_4792,Neutral,0.0
user_5759,Negative,-3.0
user_6579,Neutral,0.0
user_4309,Neutral,0.0
user_2550,Neutral,0.0
user_5208,Neutral,0.0
user_3376,Positive,3.0
user_3959,Neutral,0.0
user_2404,Neutral,0.0
user_9178,Positive,3.0
user_5538,Positive,1.0
user_3705,Neutral,0.0
user_2260,Positive,3.0
user_9124,Positive,3.0
user_7831,Negative,-2.0
user_4889,Negative,-3.0
user_5380,Positive,2.0
user_2380,Neutral,0.0
user_6672,Neutral,0.0
user_0826,Neutral,0.0
user_9724,Positive,3.0
user_5881,Neutral,0.0
user_5357,Neutral,0.0
user_0958,Negative,-3.0
user_5476,Negative,-2.0
user_5787,Neutral,0.0
user_1990,Negative,-3.0
user_1515,Negative,-3.0
user_9637,Positive,3.0
user_8808,Positive,3.0
user_4068,Neutral,0.0
user_2298,Neutral,0.0
user_6584,Neutral,0.0
user_7962,Neutral,0.0
user_6078,Positive,1.0
user_4886,Neutral,0.0
user_7380,Negative,-1.0
user_3648,Neutral,0.0
user_9351,Neutral,0.0
user_0817,Neutral,0.0
user_2548,Neutral,0.0
user_8186,Neutral,0.0
user_1491,Neutral,0.0
user_4677,Positive,3.0
user_2945,Neutral,0.0
user_4074,Positive,2.0
user_8221,Positive,2.0
user_4784,Neutral,0.0
user_0625,Neutral,0.0
user_1558,Negative,-3.0
user_8533,Positive,3.0
user_8056,Neutral,0.0
user_1446,Negative,-2.0
user_0168,Negative,-1.0
user_6114,Neutral,0.0
user_5939,Neutral,0.0
user_6387,Negative,-2.0
user_8161,Negative,-2.0
user_9820,Positive,3.0
user_6934,Negative,-3.0
user_4579,Negative,-2.0
user_7897,Neutral,0.0
user_5216,Neutral,0.0
user_0183,Positive,3.0
user_4487,Positive,3.0
user_3877,Neutral,0.0
user_9487,Neutral,0.0
user_6189,Neutral,0.0
user_5146,Positive,4.0
user_3736,Negative,-4.0
user_8445,Negative,-2.0
user_1577,Positive,3.0
user_8692,Neutral,0.0
user_5077,Neutral,0.0
user_4024,Neutral,0.0
user_4384,Neutral,0.0
user_0230,Negative,-3.0
user_6950,Neutral,0.0
user_3146,Neutral,0.0
user_6490,Neutral,0.0
user_9212,Positive,1.0
user_0761,Neutral,0.0
user_5500,Negative,-3.0
user_2504,Negative,-3.0
user_7264,Negative,-4.0
user_3662,Negative,-2.0
user_6014,Neutral,0.0
user_0650,Positive,2.0
user_1951,Positive,2.0
user_4276,Positive,1.0
user_0899,Positive,4.0
user_8800,Negative,-2.0
user_8705,Neutral,0.0
user_3210,Negative,-4.0
user_8289,Positive,3.0
user_0595,Neutral,0.0
user_2232,Negative,-4.0
user_6531,Neutral,0.0
user_4413,Negative,-2.0
user_7114,Negative,-3.0
user_0986,Positive,3.0
user_9038,Negative,-3.0
user_6294,Negative,-4.0
user_4806,Negative,-4.0
user_7853,Neutral,0.0
user_9989,Positive,2.0
user_6614,Positive,2.0
user_3558,Positive,3.0
user_5221,Neutral,0.0
user_5224,Negative,-3.0
user_7600,Neutral,0.0
user_1186,Negative,-1.0
user_2107,Positive,2.0
user_7705,Neutral,0.0
user_1441,Neutral,0.0
user_7492,Positive,1.0
user_7924,Negative,-4.0
user_1054,Negative,-6.0
user_0353,Positive,3.0
user_4468,Neutral,0.0
user_6905,Negative,-2.0
user_1695,Neutral,0.0
user_3364,Positive,4.0
user_8657,Neutral,0.0
user_9916,Negative,-4.0
user_3538,Neutral,0.0
user_0536,Negative,-3.0
user_4057,Negative,-3.0
user_1992,Negative,-3.0
user_6791,Positive,4.0
user_0212,Neutral,0.0
user_1247,Negative,-2.0
user_3188,Negative,-2.0
user_6548,Neutral,0.0
user_8259,Neutral,0.0
user_6780,Negative,-2.0
user_8173,Neutral,0.0
user_2179,Negative,-3.0
user_0844,Negative,-2.0
user_2043,Neutral,0.0
user_6412,Neutral,0.0
user_9194,Negative,-2.0
user_0602,Neutral,0.0
user_2754,Neutral,0.0
user_0660,Negative,-6.0
user_0843,Neutral,0.0
user_3212,Neutral,0.0
user_9199,Negative,-2.0
user_1222,Negative,-2.0
user_8194,Positive,3.0
user_0783,Positive,3.0
user_4598,Positive,2.0
user_1228,Negative,-2.0
user_5676,Negative,-4.0
user_3002,Neutral,0.0
user_5530,Neutral,0.0
user_2925,Negative,-4.0
user_4960,Positive,2.0
user_4310,Neutral,0.0
user_4612,Neutral,0.0
user_9220,Neutral,0.0
user_4811,Neutral,0.0
user_1901,Neutral,0.0
user_1246,Positive,3.0
user_9419,Neutral,0.0
user_9649,Positive,3.0
user_5564,Neutral,0.0
user_4006,Neutral,0.0
user_9402,Neutral,0.0
user_9535,Neutral,0.0
user_6543,Neutral,0.0
user_8681,Neutral,0.0
user_0249,Positive,3.0
user_0795,Negative,-2.0
user_5556,Neutral,0.0
user_1781,Neutral,0.0
user_0305,Neutral,0.0
user_7940,Positive,3.0
user_6880,Positive,3.0
user_3390,Neutral,0.0
user_5919,Neutral,0.0
user_2816,Negative,-4.0
user_3064,Neutral,0.0
user_8815,Neutral,0.0
user_1740,Neutral,0.0
user_8410,Neutral,0.0
user_6917,Neutral,0.0
user_4405,Positive,3.0
user_5265,Negative,-2.0
user_0456,Positive,2.0
user_1143,Positive,1.0
user_6089,Positive,2.0
user_2237,Negative,-1.0
user_3536,Neutral,0.0
user_9584,Neutral,0.0
user_5502,Positive,3.0
user_3273,Neutral,0.0
user_0197,Neutral,0.0
user_4060,Negative,-6.0
user_9893,Positive,3.0
user_0349,Neutral,0.0
user_6155,Positive,2.0
user_1649,Neutral,0.0
user_4077,Positive,3.0
user_2619,Negative,-6.0
user_5053,Negative,-4.0
user_5021,Neutral,0.0
user_9759,Positive,3.0
user_2454,Positive,2.0
user_7610,Negative,-3.0
user_5637,Negative,-2.0
user_1166,Negative,-3.0
user_0577,Positive,3.0
user_5006,Negative,-4.0
user_5753,Neutral,0.0
user_5054,Neutral,0.0
user_0719,Negative,-4.0
user_8993,Neutral,0.0
user_0997,Neutral,0.0
user_8804,Neutral,0.0
user_9284,Neutral,0.0
user_9029,Neutral,0.0
user_5709,Negative,-1.0
user_5042,Negative,-1.0
user_4630,Neutral,0.0
user_2121,Positive,1.0
user_4451,Neutral,0.0
user_1991,Neutral,0.0
user_9732,Positive,4.0
user_2829,Neutral,0.0
user_4527,Neutral,0.0
user_7664,Negative,-1.0
user_0718,Positive,3.0
user_0931,Positive,3.0
user_8256,Neutral,0.0
user_5801,Neutral,0.0
user_5623,Neutral,0.0
user_6088,Negative,-3.0
user_3688,Neutral,0.0
user_2506,Negative,-2.0
user_1825,Positive,2.0
user_5060,Positive,3.0
user_8058,Neutral,0.0
user_5653,Neutral,0.0
user_0312,Negative,-2.0
user_5694,Positive,3.0
user_3989,Neutral,0.0
user_3256,Neutral,0.0
user_6323,Neutral,0.0
user_7928,Neutral,0.0
user_8567,Positive,3.0
user_8872,Negative,-3.0
user_4974,Positive,3.0
user_2066,Neutral,0.0
user_7499,Negative,-2.0
user_7158,Negative,-3.0
user_7124,Negative,-2.0
user_6287,Positive,3.0
user_7199,Neutral,0.0
user_2913,Neutral,0.0
user_0281,Positive,4.0
user_1615,Neutral,0.0
user_4064,Negative,-2.0
user_4831,Neutral,0.0
user_1119,Neutral,0.0
user_8527,Neutral,0.0
user_0175,Neutral,0.0
user_7152,Neutral,0.0
user_0418,Negative,-3.0
user_5559,Negative,-2.0
user_0624,Neutral,0.0
user_2574,Positive,3.0
user_3604,Negative,-2.0
user_8924,Neutral,0.0
user_6871,Negative,-2.0
user_2358,Neutral,0.0
user_2396,Negative,-3.0
user_0662,Neutral,0.0
user_9296,Neutral,0.0
user_8430,Positive,3.0
user_4702,Neutral,0.0
user_5470,Neutral,0.0
user_3911,Positive,3.0
user_8442,Neutral,0.0
user_8361,Positive,3.0
user_3765,Neutral,0.0
user_3962,Negative,-2.0
user_1157,Neutral,0.0
user_8019,Neutral,0.0
user_8090,Positive,3.0
user_8505,Neutral,0.0
user_0647,Neutral,0.0
user_5085,Negative,-2.0
user_9798,Neutral,0.0
user_1324,Neutral,0.0
user_9061,Positive,1.0
user_7576,Positive,3.0
user_5684,Neutral,0.0
user_0829,Neutral,0.0
user_3709,Neutral,0.0
user_5643,Negative,-3.0
user_5243,Neutral,0.0
user_1486,Positive,3.0
user_7236,Negative,-4.0
user_6304,Negative,-2.0
user_6784,Negative,-6.0
user_5655,Neutral,0.0
user_7713,Positive,3.0
user_6202,Negative,-4.0
user_0548,Neutral,0.0
user_4467,Neutral,0.0
user_5976,Neutral,0.0
user_2509,Neutral,0.0
user_5942,Neutral,0.0
user_8025,Positive,3.0
user_0758,Negative,-2.0
user_123456,Neutral,0.0
